Product ID [Non Editable],Variant ID [Non Editable],Product Type [Non Editable],Product Page,Product URL,Title,Description,SKU,Option Name 1,Option Value 1,Option Name 2,Option Value 2,Option Name 3,Option Value 3,Option Name 4,Option Value 4,Option Name 5,Option Value 5,Option Name 6,Option Value 6,Price,Sale Price,On Sale,Stock,Categories,Tags,Weight,Length,Width,Height,Visible,Hosted Image URLs
616349cb4b848a5ebf5a1a8c,ae96141e-6b7f-4480-aef3-da5bc607d956,PHYSICAL,fabric-shop,style-01-6xjy7,Style 01,"<p class="""" style=""white-space:pre-wrap;"">It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>",SQ5206847,,,,,,,,,,,,,40,0,No,Unlimited,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603994623637-UY05A2GJLOOKS5WCS085/acc_1-A.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994627796-MVXNCUBQA4XMR0VWFC60/acc_1-D.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994625115-UUXB884VQ99DTRCZVU6S/acc_1-B.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603994625585-DA4MXHFC1S0B2GBIVYW8/acc_1-C.jpg
616349cb4b848a5ebf5a1a7e,7675724f-7a41-470e-99c0-349b1d319769,PHYSICAL,fabric-shop,style-02-dm36z,Style 02,"<p class="""" style=""white-space:pre-wrap;"">It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>",SQ0135116,,,,,,,,,,,,,25,0,No,Unlimited,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603995042373-X10MKTHGRTTQUU16GRPH/acc_2-C.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995045296-RKR6P83LUUA252MKNU3E/acc_2-D.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995039958-8KD1M5X33D8RJZ4W9I9B/acc_2-A.jpg
616349cb4b848a5ebf5a1a6b,6853028c-e293-4545-8080-f76297930d27,PHYSICAL,fabric-shop,style-03-4w5nn,Style 03,"<p class="""" style=""white-space:pre-wrap;"">It all begins with an idea. Maybe you want to launch a business. Maybe you want to turn a hobby into something more. Or maybe you have a creative project to share with the world. Whatever it is, the way you tell your story online can make all the difference.</p>",SQ2130502,,,,,,,,,,,,,55,0,No,Unlimited,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5ec321c2af33de48734cc929/1603995359073-31Z0GDCLJ9HW8CJIJLD2/acc_3-A.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995357849-8NGCXUQEF2KRCGG9J56P/acc_3-B.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995360517-9PHQ1KFWS91Y3S83MJEC/acc_3-C.jpgcdn.com/content/v1/5ec321c2af33de48734cc929/1603995360097-A4WEH9E0B9FRKVHB6PYI/acc_3-D.jpg
5ffa5e9045e88d20960e791e,00c1f6c9-4dbe-4a66-ba64-f14cf86fb047,PHYSICAL,boostshop,2-additional-fat-quarters,2 Additional Fat Quarters (CLASSIC only),"<p class="""" style=""white-space:pre-wrap;"">Based upon your preferences, we will add two additional fat quarters from the selection this month that we think you will love!  Even if you receive half yards, we will include two bonus fat quarters.</p>",SQ3040832,,,,,,,,,,,,,5,0,No,Unlimited,/classic-members---more-of-what-you-love,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243729076-1WU4VD3D2CPOO99K7ZI9/unnamed%2B%25285%2529.jpg
5ffa5e9139b4bc65fa2c4a4d,0521ce8d-e598-4d12-9c8e-b96c2b219c7e,PHYSICAL,boostshop,add-a-quarter-plus-ruler-6-pnk-aaqp-6-pink-by-cm-design,Add A Quarter Plus Ruler 6&quot; Pnk AAQP 6 PINK by CM Design,"<p class="""" style=""white-space:pre-wrap;"">Add A Quarter Plus 6"" Ruler simplifies foundation piecing. One edge is tapered for folding back foundation paper and the other side has a 1/4"" lip so you can quickly trim the seam allowance with your rotary cutter. 2"" x 6"" Pink ruler. CM Designs donates a portion of the proceeds to help fight breast cancer.</p>",SQ5115524,,,,,,,,,,,,,8.25,0,No,4,/clip-and-snip-shop,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243730065-59XH6RQ0HCY6BY29XKO9/0646.00012.jpg
5ffa5e9239b4bc65fa2c4a4e,fb1e9126-288b-41d5-80d1-95a6c4a1061d,PHYSICAL,dolly-mixtures-shop,add-on-border-and-binding-strips,Add On Border and Binding Strips,"<p class="""" style=""white-space:pre-wrap;"">If you wish to make the Dolly Mixtures top larger, it is recommended to add a 6” border all around the quilt.  This “Add On” Kit will provide 2.25 yards of fabric, enough for the borders and extra binding to finish the project.  </p>",Fabric 1,,,,,,,,,,,,,22.5,0,No,3,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243731228-WUZE2L3F0TJ1Q0AF5L46/Dolly%2BMixtures%2BDesign%2B201221.jpg
5ffa5e9345e88d20960e7924,1f4ab65c-b41a-4edf-b6a3-17437a9798b4,PHYSICAL,dolly-mixtures-shop,all-recommended-supplies-bundle,All Recommended Supplies Bundle,"<p class="""" style=""white-space:pre-wrap;"">This bundle contains all of the recommended supplies to complete Dolly Mixtures.  This bundle includes:</p><p class="""" style=""white-space:pre-wrap;"">Karen Kay Buckley 6 inch Medium Blue Scissors</p><p class="""" style=""white-space:pre-wrap;"">Soft Fuse Paper Backed Fusible Web 18in x 3yds </p><p class="""" style=""white-space:pre-wrap;"">Clover Roll and Press </p><p class="""" style=""white-space:pre-wrap;"">Olfa Rotary Circle Cutter </p><p class="""" style=""white-space:pre-wrap;"">Clover Self Threading Needles </p><p class="""" style=""white-space:pre-wrap;"">Clover Glass Head Patchwork Pins </p><p class="""" style=""white-space:pre-wrap;"">Sulky Tear Easy 12in x 12 yds Pack </p><p class="""" style=""white-space:pre-wrap;"">Aurifil, 50 wt, 1000M, 2600 </p><p class="""" style=""white-space:pre-wrap;"">Wonderfil Konfetti, 50 wt, 1000M, KT-906</p><p class="""" style=""white-space:pre-wrap;"">Schmetz Chrome Quilting Needles 5 ct,  75/11 </p><p class="""" style=""white-space:pre-wrap;"">Schmetz Chrome Universal Needle 5 ct, Size 80/12</p>",SQ9025395,,,,,,,,,,,,,170,150,Yes,10,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243732051-AJ5YYTQPJJUYNPG0ME83/Untitled%2Bdesign%2B%25283%2529.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243732520-2Y8ZKQ4QWJDL8R0TT6KC/Untitled%2Bdesign%2B%25282%2529.jpg
5ffa5e9739b4bc65fa2c4a51,98a16e30-a63b-497f-89f1-729b81203f05,PHYSICAL,boostshop,alphabitties-pink-ise-701-by-its-sew-emma,Alphabitties Pink ISE 701 by Its Sew Emma,"<p class="""" style=""white-space:pre-wrap;"">These cute little letters and numbers help keep your fabric extra organized after cutting. Simply label each pile with the corresponding letter or number from the pattern. 36 markers per package.</p>",SQ5290840,,,,,,,,,,,,,7,0,No,11,/fun-notions,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243736644-C2ZPXTU1NE3KWAYJXGVM/0633.00086.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243737550-IUDRAIW5QCQGAIF66LL9/imageContent%2B%25287%2529.jpg
5ffa5e9a39b4bc65fa2c4a52,46fa759d-21f5-4700-9d62-e305e7ef5c08,PHYSICAL,boostshop,bladesaver-thread-cutter-blue-by-purple-hobbies-llc,Bladesaver Thread Cutter Blue by Purple Hobbies LLC,,SQ0543060,,,,,,,,,,,,,15,0,No,0,/clip-and-snip-shop,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243739481-2LGZOVVV7XFMNSK9IIG1/PPBSAVERIM-BLUE.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243740110-DYGB3LF5VLZVYH1JKLDS/PPBSAVERIM-BLUE_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243740879-EMYXRZIX1IZ1JULIOCGH/PPBSAVERIM-BLUE_2.jpg
5ffa5e9d45e88d20960e7928,a92fbc20-bfe9-4449-a2e6-33e731ee66ec,PHYSICAL,boostshop,bladesaver-thread-cutter-orange-by-purple-hobbies-llc,Bladesaver Thread Cutter Orange by Purple Hobbies LLC,"<p class="""" style=""white-space:pre-wrap;"">Don't discard your used 45mm rotary blades--give them new life with the BladeSaver Thread Cutter! Use the BladeSaver to safely cut your chain pieced fabric projects quickly and easily.Comes with a carrying case and built-in stand to hold the thread cutter securely during use.</p>",SQ9637630,,,,,,,,,,,,,15,0,No,0,/clip-and-snip-shop,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243742283-0Z9YVZUW21ZX35WQGO2P/PPBSAVERIM-ORANGE.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243742970-Z571MZ0ABCJXUW32VS34/PPBSAVERIM-ORANGE_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243743726-LVIOTXYNJ8P4F5QLDWVA/PPBSAVERIM-ORANGE_2.jpg
5ffa5ea045e88d20960e792a,9190583d-dcee-4f43-8b53-c135e71cd173,PHYSICAL,boostshop,bladesaver-thread-cutter-yellow-by-purple-hobbies-llc,Bladesaver Thread Cutter Yellow by Purple Hobbies LLC,"<p class="""" style=""white-space:pre-wrap;"">Don't discard your used 45mm rotary blades--give them new life with the BladeSaver Thread Cutter! Use the BladeSaver to safely cut your chain pieced fabric projects quickly and easily.  Comes with a carrying case and built-in stand to hold the thread cutter securely during use.</p>",SQ6468549,,,,,,,,,,,,,15,0,No,0,/clip-and-snip-shop,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243744862-VK0Z0CQGNDCAUEUUSEEH/PPBSAVERIM-YELLOW.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243745983-URICM0C05YR15KNX3ETW/PPBSAVERIM-YELLOW_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243746667-IX5IRTIOODEIN1QID8KG/PPBSAVERIM-YELLOW_2.jpg
5ffa5ea239b4bc65fa2c4a54,7bba451d-a3b9-43ff-9c5f-48f6256b9169,PHYSICAL,dolly-mixtures-shop,bonus-ruler-bundle,Bonus Ruler Bundle,"<p class="""" style=""white-space:pre-wrap;"">This bundle includes the 3 bonus rulers used to complete Dolly Mixtures.  These rulers are added bonus rulers that will help with both this project and future quilting projects!</p><p class="""" style=""white-space:pre-wrap;"">CGR12 - Quilt Ruler 12 1/2” Square</p><p class="""" style=""white-space:pre-wrap;"">CGRGR1XL - Stripology XL Ruler</p><p class="""" style=""white-space:pre-wrap;"">CGRFCC - Folded Corner Clip</p><p class="""" style=""white-space:pre-wrap;"">MSRP - $115</p>",SQ8599950,,,,,,,,,,,,,115,100,Yes,10,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243747807-L6C45IOR40F1KWYM1GAK/Untitled%2Bdesign%2B%25281%2529.jpg
5ffa5ea645e88d20960e792e,40f2b9df-628c-4300-84f7-cc0c159c35b5,PHYSICAL,boostshop,clover-roll-and-press,Clover Roll and Press,"<p class="""" style=""white-space:pre-wrap;"">The Roll &amp; Press is a convenient and quick way to press seams at the sewing machine. Roll to press a seam or fold. Straight, curved, or paper pieced seams. It won't pull or distort fabric; the wheel is tapered to focus pressure on the seam. Comfortable, ergonomic handle. Perfect for paper-piecing or laminates; also use to seal glued seams on leather and felt.</p>",SQ8492454,,,,,,,,,,,,,14.5,0,No,0,,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243750542-LOTHNSV8X14AHJ70ZLDG/7812CV.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243750848-HEGP3O11LNWVLTFLYV5P/7812CV_1.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243751200-MQ7OQ1W009MVU0XB1KT2/7812CV_2.jpg
5ffa5ea739b4bc65fa2c4a57,bdd9e430-fda6-4f1e-abae-8100a7a48a4b,PHYSICAL,boostshop,clover-self-easy-threading-needles-5ct,Clover Self / Easy Threading Needles 5ct,"<p class="""" style=""white-space:pre-wrap;"">The needles have a convenient built-in threader. For normal cloth to thick cloth.</p>",SQ2953038,,,,,,,,,,,,,3.5,0,No,0,,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243751921-E5OLRX6GZS15F67X3Z7T/small_2006CV_01_01.jpg
5ffa5ea8a7be980389585d5a,834d75ef-57fb-46b7-9a50-ff7dcb9c3a66,PHYSICAL,boostshop,cotton-cuts-tape-measure,Cotton Cuts Tape Measure-Blue,"<p class="""" style=""white-space:pre-wrap;"">60” retractable cloth tape with push button locking mechanism, metric and inch scale, push button retractable, automatic lock</p>",SQ6919051,,,,,,,,,,,,,2.5,0,No,78,/cotton-cuts-shop,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1649181627356-NUZ3YD5IRN0DYR041U26/IMG_0109.jpg
5ffa5ea939b4bc65fa2c4a5a,e283598b-0676-4385-861d-56ab5f09ba80,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2021-aurifil,Cotton Mako Thread 50wt 1300m MK50 2021 Aurifil,"<p class="""" style=""white-space:pre-wrap;"">Natural White- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ2930146,,,,,,,,,,,,,11.25,8.5,Yes,0,/aurifil-threads,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243754012-JT4JUL4RY8HNLPYOAWGL/0481.00080.jpg
5ffa5eaa45e88d20960e7933,0f384da4-7b4d-47a3-9577-6af05dc1bfb7,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove,Cotton Mako Thread 50wt 1300m MK50 2000 Aurifil Light Sand,"<p class="""" style=""white-space:pre-wrap;"">Dove- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ1433400,,,,,,,,,,,,,10,8.5,Yes,0,/aurifil-threads,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1642178276394-W1OO3DEQZU0LLJU1HQQP/MK50SC6-2000.png
61e1a703d2cdb24a4cc23309,f80f5fda-52f5-46c4-b2a1-d2d3997ccf38,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b,Cotton Mako Thread 50wt 1300m MK50 2600 Dove,"<p class="""" style=""white-space:pre-wrap;"">Dove- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ7660578,,,,,,,,,,,,,10,0,No,9,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1642178327091-VOV46PFV68XSINC6XBR7/MK50SC6-2600.png
61e1a752f068071826522079,1f43533f-4291-41fb-9dfe-a5b0d68a1ec0,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-d73d4,Cotton Mako Thread 50wt 1300m MK50 4060 Silver Moon,"<p class="""" style=""white-space:pre-wrap;"">Dove- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ0805033,,,,,,,,,,,,,10,0,No,0,/aurifil-threads,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1642178327091-VOV46PFV68XSINC6XBR7/MK50SC6-2600.png
6230d24a006f056f9bd058a4,91018836-70d0-464e-8f85-c273392c64e9,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-e3skj,Cotton Mako Thread 5018  50 wt 1300,"<p class="""">Dark Grass Green-Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ4603861,,,,,,,,,,,,,10,0,No,1,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1647366806310-EAW9R378TP3PUE2NS65B/5018+50wt+1300.png
6230d2c440949749fa518812,d24f3115-857d-489c-b7b2-255fba22350e,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-e3skj-wfggl,Cotton Mako Thread 6737  50 wt 1300,"<p class="""">Shamrock Green-Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ1823664,,,,,,,,,,,,,10,0,No,2,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1647366893007-3GXOE38ZBAADHN2QT6ES/6737+50wt+1300.png
6230d30a1a7d7e140e430c33,9f931908-a78f-4335-8652-dd3d6d211607,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-e3skj-wfggl-lhrrs,Cotton Mako Thread 3320 50 wt 1300,"<p class="""">Spring Green Variegated-Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ5030678,,,,,,,,,,,,,10,0,No,0,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1647366988608-RLUU2A8JIWSLQW4T7A2Z/3320+50wt+1300.png
6230dc6b37c7da278b753bf9,d75c6ccf-baaf-4f74-b119-68a81f52cdec,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-e3skj-wfggl-lhrrs-62zex,Cotton Mako Thread 1100 50 wt 1300,"<p class="""">Red Plum-Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ2773474,,,,,,,,,,,,,10,0,No,2,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1647369383871-6MP3NTQNXIETDOBDWKH8/1100+50wt+1300.png
6230dcd9e7fd00395377744b,24200fe3-4559-4e0f-bbdb-3a4a25d6142d,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2600-aurifil-dove-4ch8b-e3skj-wfggl-lhrrs-62zex-dsf25,Cotton Mako Thread 4660 50 wt 1300,"<p class="""">Pink Taffy-Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ2814300,,,,,,,,,,,,,10,0,No,0,/aurifil-threads,,15,0,0,0,No,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1647369484380-ODDVLWNDMRSILXBNVIXE/4660+50wt+1300.png
5ffa5eab39b4bc65fa2c4a5b,3c670e3a-48e5-4e2f-8b80-deea141e581f,PHYSICAL,boostshop,cotton-mako-thread-50wt-1300m-mk50-2692-by-aurifil,Cotton Mako Thread 50wt 1300m MK50 2692 by Aurifil,"<p class="""" style=""white-space:pre-wrap;"">Black- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton.1421 yd spool.</p>",SQ9680838,,,,,,,,,,,,,11.25,8.5,Yes,8,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243756219-70FTH6U99L6RH9YVTWNK/0481.00098.jpg
5ffa5eac45e88d20960e7934,53f08685-e5f7-420e-9f52-80f35e0b44e6,PHYSICAL,boostshop,cotton-mako-thread-50wt-200m-bmk50-2021-white-by-aurifil,Cotton Mako Thread 50wt 200m BMK50 2021 (White) by Aurifil,"<p class="""" style=""white-space:pre-wrap;"">Natural White- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton. 218 yd spool.</p>",SQ2839066,,,,,,,,,,,,,4.5,0,No,8,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243757641-P6VD6BG9SQUVUPJNU5C2/0481.00138.jpg
5ffa5ead45e88d20960e7935,5f3faa70-db2c-4486-bbfa-d660a026c6d1,PHYSICAL,boostshop,cotton-mako-thread-50wt-200m-bmk50-2692-by-aurifil,Cotton Mako Thread 50wt 200m BMK50 2692 by Aurifil,"<p class="""" style=""white-space:pre-wrap;"">Black- Long staple Egyptian cotton is the best in the world! The 50 weight is the finest of the Mako threads and is very smooth and strong. 100% mercerized cotton. 218 yd spool.</p>",SQ4202230,,,,,,,,,,,,,4.5,0,No,15,/aurifil-threads,,15,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243758804-FSA09LH01DRRZ3KYXV07/0481.00212.jpg
5ffa5eaf39b4bc65fa2c4a5c,c7ffa4a0-670d-46e6-9d8a-d156dc960d45,PHYSICAL,dolly-mixtures-shop,creative-grids-45-degree-half-square-triangle-8-12in-quilt-ruler-cgrt45,Creative Grids 45 Degree Half-Square Triangle 8-1/2in Quilt Ruler # CGRT45,"<p class="""" style=""white-space:pre-wrap;"">This 45 degree triangle cuts half-square triangles up to a finished size of 8 inches. Since the tip is trimmed, all squares and triangles can be cut from the same strip of fabric. A dashed 1/4 inch seam allowance is printed around the entire edge of the ruler.<br><br>The ruler slides easily over the fabric until pressure is applied. Then, our exclusive gripper holds the fabric in place while cutting, eliminating slipping and miss-cuts! The ruler comes with fully illustrated step by step instructions or scan the QR Code printed on the ruler to view a video demonstration of these features.<br><br>Total Size - 8-1/2in x 9in<br><br>Creative Grids® products are made in the USA and sold through independent quilt shops as well as select online retailers.</p>",SQ8635286,,,,,,,,,,,,,22.49,0,No,7,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243759647-06661VDD8KZGVEMC90WR/CGRT45.jpg
5ffa5eafa7be980389585d5b,62056070-ad60-4003-8cb4-710538f5d3e8,PHYSICAL,dolly-mixtures-shop,creative-grids-60-degree-triangle-8-12in-quilt-ruler-cgrt60,Creative Grids 60 Degree Triangle 8-1/2in Quilt Ruler # CGRT60,"<p class="""" style=""white-space:pre-wrap;"">Cut 30 and 60 degree angles up to a finished height of 8 inches. This 60 degree equilateral triangle features easy to read black and white markings. A 1/4 inch dashed line is printed on each side of the center vertical line so you can cut 30 degree triangles that include the seam allowance.<br><br>The ruler slides easily over the fabric until pressure is applied. Then, our exclusive gripper holds the fabric in place while cutting, eliminating slipping and miss-cuts! The ruler comes with fully illustrated step by step instructions or scan the QR Code printed on the ruler to view a video demonstration of these features. Need a larger size? This 60 degree equilateral triangle is also available in a 12-1/2 inch size (CGRT12560).<br><br>Total Size - 8-1/2in x 10-1/4in<br><br>Creative Grids® products are made in the USA and sold through independent quilt shops as well as select online retailers.</p>",SQ3711602,,,,,,,,,,,,,21.99,0,No,9,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243760335-M377CSZO0HEZIXRQF8VW/CGRT60.jpg
5ffa5eb039b4bc65fa2c4a5d,6f4a7525-20a2-4796-91f9-ed2d64520609,PHYSICAL,dolly-mixtures-shop,creative-grids-all-the-rulers-bundle,Creative Grids - All the Rulers Bundle,"<p class="""" style=""white-space:pre-wrap;"">This bundle includes all 6 of the rulers needed to complete Dolly Mixtures.  While other rulers may be used, these will be the most useful in completing the project.</p><p class="""" style=""white-space:pre-wrap;"">CGRT45 - 45 Degree Half Square Triangle Ruler</p><p class="""" style=""white-space:pre-wrap;"">CGRMT1 - Quick Trim and Circle Ruler - 3 1/2” x 12 1/2”</p><p class="""" style=""white-space:pre-wrap;"">CGRT60 - 60 Degree Triangle - 8 1/2”</p><p class="""" style=""white-space:pre-wrap;"">CGR12 - Quilt Ruler 12 1/2” Square</p><p class="""" style=""white-space:pre-wrap;"">CGRGR1XL - Stripology XL Ruler</p><p class="""" style=""white-space:pre-wrap;"">CGRFCC - Folded Corner Clip</p><p class="""" style=""white-space:pre-wrap;"">MSRP - $180</p>",SQ9546953,,,,,,,,,,,,,180,165,Yes,10,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243761133-CC9TXGC425C7A8GNHVXM/Untitled%2Bdesign%2B%25281%2529.jpgcdn.com/content/v1/5fe0c8ec84919756fc782980/1610243761607-SR0WO8VFHN8T3CGTX44U/Untitled%2Bdesign.jpg
5ffa5eb145e88d20960e7936,f2704849-b865-44bf-a816-cde906cf0dfc,PHYSICAL,dolly-mixtures-shop,creative-grids-essential-ruler-bundle,Creative Grids - Essential Ruler Bundle,"<p class="""" style=""white-space:pre-wrap;"">This bundle includes the 3 most used rulers to complete Dolly Mixtures.  While other rulers may be used, these will be the most useful in completing the project.</p><p class="""" style=""white-space:pre-wrap;"">CGRT45 - 45 Degree Half Square Triangle Ruler</p><p class="""" style=""white-space:pre-wrap;"">CGRMT1 - Quick Trim and Circle Ruler - 3 1/2” x 12 1/2”</p><p class="""" style=""white-space:pre-wrap;"">CGRT60 - 60 Degree Triangle - 8 1/2”</p><p class="""" style=""white-space:pre-wrap;"">MSRP - $70</p>",SQ5712917,,,,,,,,,,,,,70,65,Yes,10,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243762336-50NRVLT8H4X4G6T2W94W/Untitled%2Bdesign.jpg
5ffa5eb2a7be980389585d5c,04eedd56-7546-4254-86f3-9452768be02f,PHYSICAL,dolly-mixtures-shop,creative-grids-folded-corner-clipper-tool-cgrfcc,Creative Grids Folded Corner Clipper Tool # CGRFCC,"<p class="""" style=""white-space:pre-wrap;"">Make Folded Corners quickly and accurately with the Creative Grids® Folded Corner Clipper! No need to draw pencil lines! Since you have to trim the corner anyway, why not trim it first, and use the raw edge as your seam guide? AND... Since the corner was trimmed with a straight edge, your bonus triangle is ready to sew into a Half-Square-Triangle Block! Or, use the 45 degree angle to create binding or mitered corners.<br><br>The ruler slides easily over the fabric until pressure is applied. Then, our exclusive gripper holds the fabric in place while cutting, eliminating slipping and miss-cuts! The Folded Corner Clipper comes with fully illustrated step by step instructions or view a video demonstration.<br><br>Total Size - 5in x 5in<br><br>Creative Grids® products are made in the USA and sold through independent quilt shops as well as select online retailers.</p>",SQ7102891,,,,,,,,,,,,,16.49,0,No,6,,,0,0,0,0,Yes,https://images.squarespace-cdn.com/content/v1/5fe0c8ec84919756fc782980/1610243763322-IIW4MD97ZBJN7R8EP0O6/CGRFCC.jpg
